,time,cell,cell_state,IFNg,transferable_cytotoxic_packets,X,Y,experiment_id
512,7800.0,tcell_15,PD1p,0.011730304370492816,400.0,!units[394.9684171489838 micrometer],!units[516.4060066956594 micrometer],tumor_tcell_20230626.211422
513,7800.0,tcell_16,PD1p,0.3685396819970826,400.0,!units[703.9728610929492 micrometer],!units[832.7374902858139 micrometer],tumor_tcell_20230626.211422
514,7800.0,tcell_17,PD1p,0.01291184170770582,400.0,!units[351.38026593082225 micrometer],!units[726.7286649456805 micrometer],tumor_tcell_20230626.211422
515,7800.0,tcell_18,PD1p,0.6019351897637975,23.100000000000005,!units[458.66545055793864 micrometer],!units[825.3181622722798 micrometer],tumor_tcell_20230626.211422
516,7800.0,tcell_19,PD1p,0.16401854866473814,400.0,!units[808.0865315849315 micrometer],!units[721.461098895088 micrometer],tumor_tcell_20230626.211422
517,7800.0,tcell_20,PD1p,0.15030172148497514,400.0,!units[746.8195674103729 micrometer],!units[619.2910550547033 micrometer],tumor_tcell_20230626.211422
518,7800.0,tcell_22,PD1p,0.01866831147392051,400.0,!units[352.8375113615988 micrometer],!units[549.4631420325788 micrometer],tumor_tcell_20230626.211422
519,7800.0,tcell_23,PD1p,0.21073061637710633,400.0,!units[824.7162915429767 micrometer],!units[705.8108073385206 micrometer],tumor_tcell_20230626.211422
520,7800.0,tcell_24,PD1p,0.5770995247420806,400.0,!units[877.3738238705803 micrometer],!units[535.0101528809537 micrometer],tumor_tcell_20230626.211422
521,7800.0,tcell_25,PD1p,0.14496653325473385,400.0,!units[471.885937406409 micrometer],!units[775.772082930746 micrometer],tumor_tcell_20230626.211422
522,7800.0,tcell_26,PD1p,0.18193111548473512,400.0,!units[542.7131054929991 micrometer],!units[333.8198242205924 micrometer],tumor_tcell_20230626.211422
523,7800.0,tcell_27,PD1p,0.07459631863263827,132.4999999999999,!units[810.0691918227661 micrometer],!units[501.2222403453474 micrometer],tumor_tcell_20230626.211422
524,7800.0,tcell_28,PD1p,0.8114639794897485,400.0,!units[649.3450965441687 micrometer],!units[837.7218144066968 micrometer],tumor_tcell_20230626.211422
525,7800.0,tcell_29,PD1p,0.2895726094756821,400.0,!units[546.6562139096346 micrometer],!units[797.2271943217221 micrometer],tumor_tcell_20230626.211422
526,7800.0,tcell_30,PD1p,0.11440447819770609,400.0,!units[753.8716128903812 micrometer],!units[423.9608839369288 micrometer],tumor_tcell_20230626.211422
527,7800.0,tcell_32,PD1p,0.08323143786610668,400.0,!units[771.1381123605457 micrometer],!units[421.059284810137 micrometer],tumor_tcell_20230626.211422
528,7800.0,tcell_33,PD1p,1.922575434538077,400.0,!units[650.0634973101485 micrometer],!units[909.9269331655019 micrometer],tumor_tcell_20230626.211422
529,7800.0,tcell_35,PD1p,2.06503385097362,400.0,!units[471.3628384092916 micrometer],!units[896.7495670619285 micrometer],tumor_tcell_20230626.211422
530,7800.0,tcell_36,PD1p,0.1434263479311412,0.0,!units[755.6694793491663 micrometer],!units[407.3959403983566 micrometer],tumor_tcell_20230626.211422
531,7800.0,tcell_37,PD1p,0.46576418355664656,400.0,!units[432.33313045334387 micrometer],!units[818.5128540394601 micrometer],tumor_tcell_20230626.211422
532,7800.0,tcell_38,PD1p,0.3923651374344366,400.0,!units[739.5416099524064 micrometer],!units[848.3915269399348 micrometer],tumor_tcell_20230626.211422
533,8400.0,tcell_0,PD1n,0.5913845885650608,400.0,!units[910.3734603480989 micrometer],!units[566.9374902377101 micrometer],tumor_tcell_20230626.211422
534,8400.0,tcell_1,PD1n,0.07540744355471453,400.0,!units[765.6977405054951 micrometer],!units[268.33451605156506 micrometer],tumor_tcell_20230626.211422
535,8400.0,tcell_2,PD1n,2.7502190570618885,400.0,!units[638.1319297961433 micrometer],!units[895.4316727687536 micrometer],tumor_tcell_20230626.211422
536,8400.0,tcell_3,PD1n,2.4382215721280103,400.0,!units[951.7316433539048 micrometer],!units[483.4417868345355 micrometer],tumor_tcell_20230626.211422
537,8400.0,tcell_4,PD1n,0.0076339681245406405,400.0,!units[386.0636194646039 micrometer],!units[349.6338160561548 micrometer],tumor_tcell_20230626.211422
538,8400.0,tcell_5,PD1n,3.44320691687999,400.0,!units[526.3612987904701 micrometer],!units[866.695094440765 micrometer],tumor_tcell_20230626.211422
539,8400.0,tcell_6,PD1n,1.5856684235721918,400.0,!units[540.5744256878892 micrometer],!units[808.0613720389821 micrometer],tumor_tcell_20230626.211422
540,8400.0,tcell_7,PD1n,2.91606900347554,400.0,!units[481.25672241022426 micrometer],!units[936.2006676902547 micrometer],tumor_tcell_20230626.211422
541,8400.0,tcell_8,PD1n,1.414504395753532,400.0,!units[666.5606086247202 micrometer],!units[383.743999899051 micrometer],tumor_tcell_20230626.211422
542,8400.0,tcell_9,PD1p,0.2254084849134498,400.0,!units[844.5247686155766 micrometer],!units[561.0625945930018 micrometer],tumor_tcell_20230626.211422
543,8400.0,tcell_10,PD1p,0.6511206298388877,400.0,!units[640.5980764618232 micrometer],!units[838.5339972206083 micrometer],tumor_tcell_20230626.211422
544,8400.0,tcell_11,PD1p,2.883337711172941,400.0,!units[532.885152210605 micrometer],!units[861.1094694291708 micrometer],tumor_tcell_20230626.211422
545,8400.0,tcell_12,PD1p,0.10879168202391983,400.0,!units[567.6534036136094 micrometer],!units[319.00878568068697 micrometer],tumor_tcell_20230626.211422
546,8400.0,tcell_13,PD1p,0.3437398209396409,400.0,!units[733.3028407810916 micrometer],!units[361.5720248613018 micrometer],tumor_tcell_20230626.211422
547,8400.0,tcell_15,PD1p,0.008162745258667317,400.0,!units[382.9113882123369 micrometer],!units[519.5102639065688 micrometer],tumor_tcell_20230626.211422
548,8400.0,tcell_16,PD1p,0.5785201807784376,400.0,!units[709.0200434325575 micrometer],!units[839.2224525695337 micrometer],tumor_tcell_20230626.211422
549,8400.0,tcell_17,PD1p,0.016591836578228925,400.0,!units[345.2375336391011 micrometer],!units[721.4365584095544 micrometer],tumor_tcell_20230626.211422
550,8400.0,tcell_18,PD1p,0.5875843335926674,49.600000000000016,!units[440.36903840739154 micrometer],!units[824.7429075351049 micrometer],tumor_tcell_20230626.211422
551,8400.0,tcell_19,PD1p,0.15116119556155097,400.0,!units[810.6714930030803 micrometer],!units[733.5531088652846 micrometer],tumor_tcell_20230626.211422
552,8400.0,tcell_22,PD1p,0.010672922458823574,400.0,!units[350.89099317750134 micrometer],!units[544.1136817106221 micrometer],tumor_tcell_20230626.211422
553,8400.0,tcell_23,PD1p,0.19473103754889168,400.0,!units[808.7003222665812 micrometer],!units[702.830499751753 micrometer],tumor_tcell_20230626.211422
554,8400.0,tcell_24,PD1p,0.4707998010136194,400.0,!units[867.5587855853294 micrometer],!units[545.3124551310102 micrometer],tumor_tcell_20230626.211422
555,8400.0,tcell_25,PD1p,0.14957762153794388,400.0,!units[461.6057089865871 micrometer],!units[776.3330475637418 micrometer],tumor_tcell_20230626.211422
556,8400.0,tcell_26,PD1p,0.16899147546923984,400.0,!units[546.7295884747505 micrometer],!units[329.6731461086272 micrometer],tumor_tcell_20230626.211422
557,8400.0,tcell_27,PD1p,0.08262833704020363,400.0,!units[810.5374037338654 micrometer],!units[501.0692980385114 micrometer],tumor_tcell_20230626.211422
558,8400.0,tcell_28,PD1p,0.714695288203439,400.0,!units[623.5674985214529 micrometer],!units[840.9693009477639 micrometer],tumor_tcell_20230626.211422
559,8400.0,tcell_29,PD1p,1.230543075485105,400.0,!units[534.0938430661499 micrometer],!units[801.7301553204551 micrometer],tumor_tcell_20230626.211422
560,8400.0,tcell_30,PD1p,0.07571963649226222,400.0,!units[761.7384590198268 micrometer],!units[432.84194174199854 micrometer],tumor_tcell_20230626.211422
561,8400.0,tcell_32,PD1p,0.09625480254618354,333.000000000001,!units[773.6984993508528 micrometer],!units[413.81566091117713 micrometer],tumor_tcell_20230626.211422
562,8400.0,tcell_33,PD1p,1.970314636584113,400.0,!units[646.8263985650681 micrometer],!units[922.5125480317952 micrometer],tumor_tcell_20230626.211422
563,8400.0,tcell_35,PD1p,1.5137459420884538,400.0,!units[454.7248684557561 micrometer],!units[896.1912670958411 micrometer],tumor_tcell_20230626.211422
564,8400.0,tcell_36,PD1p,0.12123614937397227,400.0,!units[753.9932767061841 micrometer],!units[413.18430145153496 micrometer],tumor_tcell_20230626.211422
565,8400.0,tcell_37,PD1p,0.6229365942259442,400.0,!units[426.77281235704277 micrometer],!units[828.6094866825017 micrometer],tumor_tcell_20230626.211422
566,8400.0,tcell_38,PD1p,0.5170352104358156,400.0,!units[723.5489272804434 micrometer],!units[834.2973966728068 micrometer],tumor_tcell_20230626.211422
567,9000.0,tcell_0,PD1n,0.8474906207326505,400.0,!units[905.4475132166617 micrometer],!units[538.693656608011 micrometer],tumor_tcell_20230626.211422
568,9000.0,tcell_1,PD1n,0.09439625172242327,400.0,!units[716.7503356802873 micrometer],!units[274.1032721449337 micrometer],tumor_tcell_20230626.211422
569,9000.0,tcell_2,PD1n,2.8306365455735745,400.0,!units[639.3791400546185 micrometer],!units[909.7105988722968 micrometer],tumor_tcell_20230626.211422
570,9000.0,tcell_3,PD1n,2.374189114349285,400.0,!units[976.2268842824182 micrometer],!units[501.04159086877473 micrometer],tumor_tcell_20230626.211422
571,9000.0,tcell_4,PD1n,0.00891482973531588,400.0,!units[403.49577665828826 micrometer],!units[358.6607736675772 micrometer],tumor_tcell_20230626.211422
572,9000.0,tcell_5,PD1n,2.849579306859743,0.0,!units[507.24699361306966 micrometer],!units[838.7456661760546 micrometer],tumor_tcell_20230626.211422
573,9000.0,tcell_6,PD1n,2.4990581990964515,0.0,!units[522.8069091267032 micrometer],!units[827.3483234619371 micrometer],tumor_tcell_20230626.211422
574,9000.0,tcell_7,PD1n,3.0595450656841554,400.0,!units[498.12532354804557 micrometer],!units[952.5276546126088 micrometer],tumor_tcell_20230626.211422
575,9000.0,tcell_8,PD1n,1.3549762978610445,400.0,!units[642.0380120837776 micrometer],!units[391.8925858862699 micrometer],tumor_tcell_20230626.211422
576,9000.0,tcell_9,PD1p,0.10477278830367064,400.0,!units[827.8340140671274 micrometer],!units[578.4458735467773 micrometer],tumor_tcell_20230626.211422
577,9000.0,tcell_10,PD1p,0.8132894495179365,400.0,!units[636.0662249478889 micrometer],!units[849.2075257350706 micrometer],tumor_tcell_20230626.211422
578,9000.0,tcell_11,PD1p,2.4926494230627014,0.0,!units[535.8978020952026 micrometer],!units[853.8856380942026 micrometer],tumor_tcell_20230626.211422
579,9000.0,tcell_12,PD1p,0.13872151594721296,400.0,!units[551.5894833949336 micrometer],!units[336.77011374362996 micrometer],tumor_tcell_20230626.211422
580,9000.0,tcell_13,PD1p,0.20110916398022802,400.0,!units[726.1964169460798 micrometer],!units[362.5724111987227 micrometer],tumor_tcell_20230626.211422
581,9000.0,tcell_15,PD1p,0.004154460030979213,400.0,!units[388.6097531343029 micrometer],!units[515.4924171367784 micrometer],tumor_tcell_20230626.211422
582,9000.0,tcell_16,PD1p,0.5965965899991534,400.0,!units[704.3875616496885 micrometer],!units[838.1892368247645 micrometer],tumor_tcell_20230626.211422
583,9000.0,tcell_17,PD1p,0.014368445585192634,400.0,!units[350.92530468848474 micrometer],!units[712.5130167735547 micrometer],tumor_tcell_20230626.211422
584,9000.0,tcell_18,PD1p,1.0045206178193182,86.10000000000002,!units[450.0885765121215 micrometer],!units[851.493341892987 micrometer],tumor_tcell_20230626.211422
585,9000.0,tcell_19,PD1p,0.16734758722940132,400.0,!units[810.2787998882218 micrometer],!units[734.2748696778044 micrometer],tumor_tcell_20230626.211422
586,9000.0,tcell_22,PD1p,0.007020849351716601,400.0,!units[354.2542909167826 micrometer],!units[553.8740823021394 micrometer],tumor_tcell_20230626.211422
587,9000.0,tcell_23,PD1p,0.18079649731492267,400.0,!units[816.745225385067 micrometer],!units[696.8969656522319 micrometer],tumor_tcell_20230626.211422
588,9000.0,tcell_24,PD1p,0.5381476840070045,400.0,!units[879.4071411212328 micrometer],!units[545.3953072336608 micrometer],tumor_tcell_20230626.211422
589,9000.0,tcell_25,PD1p,0.13463229934214566,400.0,!units[460.9062173655497 micrometer],!units[770.9290518003287 micrometer],tumor_tcell_20230626.211422
590,9000.0,tcell_26,PD1p,0.19048156676500647,400.0,!units[539.2644444923922 micrometer],!units[326.0211953084938 micrometer],tumor_tcell_20230626.211422
591,9000.0,tcell_27,PD1p,0.04187353420886444,134.49999999999977,!units[808.057131564971 micrometer],!units[516.5817104947378 micrometer],tumor_tcell_20230626.211422
592,9000.0,tcell_28,PD1p,0.5702290779642203,0.0,!units[614.9749085154044 micrometer],!units[827.7771549427413 micrometer],tumor_tcell_20230626.211422
593,9000.0,tcell_29,PD1p,1.2997785073297503,400.0,!units[534.9872462585728 micrometer],!units[799.7337797596298 micrometer],tumor_tcell_20230626.211422
594,9000.0,tcell_30,PD1p,0.16925346462269036,400.0,!units[769.8517111267823 micrometer],!units[438.13423633683084 micrometer],tumor_tcell_20230626.211422
595,9000.0,tcell_32,PD1p,0.10230755857763596,334.00000000000125,!units[774.3359315152771 micrometer],!units[408.35572304071087 micrometer],tumor_tcell_20230626.211422
596,9000.0,tcell_33,PD1p,1.785224946616688,400.0,!units[640.3989522899026 micrometer],!units[926.5122212576894 micrometer],tumor_tcell_20230626.211422
597,9000.0,tcell_35,PD1p,1.6243300881275278,400.0,!units[457.9103053420712 micrometer],!units[905.5616610227928 micrometer],tumor_tcell_20230626.211422
598,9000.0,tcell_36,PD1p,0.17481391614381817,400.0,!units[750.3916532316324 micrometer],!units[415.789555516255 micrometer],tumor_tcell_20230626.211422
599,9000.0,tcell_37,PD1p,0.498226198666772,400.0,!units[398.5320329613123 micrometer],!units[834.211825429373 micrometer],tumor_tcell_20230626.211422
600,9000.0,tcell_38,PD1p,0.4459162190997008,400.0,!units[731.1172228853429 micrometer],!units[833.8474916064797 micrometer],tumor_tcell_20230626.211422
601,9600.0,tcell_0,PD1n,0.6010971126911459,400.0,!units[902.294791220475 micrometer],!units[576.6156974695125 micrometer],tumor_tcell_20230626.211422
602,9600.0,tcell_1,PD1n,0.1797929099571065,400.0,!units[686.7609825883184 micrometer],!units[305.6119329940011 micrometer],tumor_tcell_20230626.211422
603,9600.0,tcell_2,PD1n,2.1932010272834415,400.0,!units[669.6639224325714 micrometer],!units[876.3171639906058 micrometer],tumor_tcell_20230626.211422
604,9600.0,tcell_3,PD1n,2.29610467958145,400.0,!units[976.9986169528732 micrometer],!units[459.3500523457607 micrometer],tumor_tcell_20230626.211422
605,9600.0,tcell_4,PD1n,0.008000060687705483,400.0,!units[432.23500153751127 micrometer],!units[390.5565833659692 micrometer],tumor_tcell_20230626.211422
606,9600.0,tcell_5,PD1n,1.484763186172732,400.0,!units[513.2651596030114 micrometer],!units[841.5380677133435 micrometer],tumor_tcell_20230626.211422
607,9600.0,tcell_6,PD1n,1.1055145164728737,400.0,!units[525.3784462452446 micrometer],!units[822.3116994646166 micrometer],tumor_tcell_20230626.211422
608,9600.0,tcell_7,PD1n,2.809043678760875,400.0,!units[509.30075613528584 micrometer],!units[959.51352708179 micrometer],tumor_tcell_20230626.211422
609,9600.0,tcell_8,PD1n,0.6902749083727513,0.0,!units[641.716211445004 micrometer],!units[347.90219591154784 micrometer],tumor_tcell_20230626.211422
610,9600.0,tcell_9,PD1p,0.08154005455114494,400.0,!units[817.8577906709392 micrometer],!units[567.5781691145424 micrometer],tumor_tcell_20230626.211422
611,9600.0,tcell_10,PD1p,1.366808681780743,400.0,!units[625.4077483148224 micrometer],!units[865.3669417343344 micrometer],tumor_tcell_20230626.211422
612,9600.0,tcell_11,PD1p,1.7369096093198462,400.0,!units[535.8175369740621 micrometer],!units[852.2905625552796 micrometer],tumor_tcell_20230626.211422
613,9600.0,tcell_12,PD1p,0.15823796364258563,400.0,!units[542.9524478875113 micrometer],!units[321.5761511629737 micrometer],tumor_tcell_20230626.211422
614,9600.0,tcell_13,PD1p,0.1318005128991934,46.19999999999989,!units[726.5097539740344 micrometer],!units[373.88045222770063 micrometer],tumor_tcell_20230626.211422
615,9600.0,tcell_15,PD1p,0.004717499163945467,400.0,!units[382.11535668217664 micrometer],!units[514.0861112640248 micrometer],tumor_tcell_20230626.211422
616,9600.0,tcell_16,PD1p,0.706724637219761,400.0,!units[718.0215429036045 micrometer],!units[840.8617135186089 micrometer],tumor_tcell_20230626.211422
617,9600.0,tcell_17,PD1p,0.025179121631847462,400.0,!units[349.0292379992294 micrometer],!units[724.2498664833006 micrometer],tumor_tcell_20230626.211422
618,9600.0,tcell_18,PD1p,1.042892249726755,132.60000000000002,!units[440.03109732065053 micrometer],!units[861.3604067409908 micrometer],tumor_tcell_20230626.211422
619,9600.0,tcell_19,PD1p,0.18889883299812224,400.0,!units[801.3140025989201 micrometer],!units[737.5362553691546 micrometer],tumor_tcell_20230626.211422
620,9600.0,tcell_22,PD1p,0.005061007160342911,400.0,!units[354.6701812639363 micrometer],!units[545.1714709858891 micrometer],tumor_tcell_20230626.211422
621,9600.0,tcell_23,PD1p,0.19957704796655212,400.0,!units[804.5958222429235 micrometer],!units[716.9744256278506 micrometer],tumor_tcell_20230626.211422
622,9600.0,tcell_24,PD1p,0.5648190608666142,400.0,!units[881.3461730781207 micrometer],!units[552.6846803218441 micrometer],tumor_tcell_20230626.211422
623,9600.0,tcell_25,PD1p,0.36020785774552555,400.0,!units[465.04159555298605 micrometer],!units[789.6687355321434 micrometer],tumor_tcell_20230626.211422
624,9600.0,tcell_26,PD1p,0.17296616784965194,400.0,!units[539.1890027592585 micrometer],!units[331.25757379202173 micrometer],tumor_tcell_20230626.211422
625,9600.0,tcell_27,PD1p,0.04213729909646096,0.0,!units[809.54250306615 micrometer],!units[519.5856206390205 micrometer],tumor_tcell_20230626.211422
626,9600.0,tcell_28,PD1p,0.9149133923144278,400.0,!units[636.8477218755916 micrometer],!units[837.7977764346766 micrometer],tumor_tcell_20230626.211422
627,9600.0,tcell_29,PD1p,0.7331098158143009,400.0,!units[540.5686211029998 micrometer],!units[812.2229461206767 micrometer],tumor_tcell_20230626.211422
628,9600.0,tcell_30,PD1p,0.16011406980439474,400.0,!units[781.4515731802416 micrometer],!units[445.16484010512585 micrometer],tumor_tcell_20230626.211422
629,9600.0,tcell_32,PD1p,0.10096441241018723,400.0,!units[778.1974760631298 micrometer],!units[409.5773842422113 micrometer],tumor_tcell_20230626.211422
630,9600.0,tcell_33,PD1p,1.9748752745178846,400.0,!units[639.7080915411977 micrometer],!units[933.3473008540518 micrometer],tumor_tcell_20230626.211422
631,9600.0,tcell_35,PD1p,1.417943632570243,400.0,!units[447.58347791007816 micrometer],!units[908.9563099887384 micrometer],tumor_tcell_20230626.211422
632,9600.0,tcell_36,PD1p,0.05129077014779076,0.0,!units[748.8164014051232 micrometer],!units[413.0281840334207 micrometer],tumor_tcell_20230626.211422
633,9600.0,tcell_37,PD1p,0.502144395944787,400.0,!units[391.59126814367573 micrometer],!units[836.189734874177 micrometer],tumor_tcell_20230626.211422
634,9600.0,tcell_38,PD1p,0.5901100630214119,0.0,!units[725.6525040010013 micrometer],!units[826.8363312956386 micrometer],tumor_tcell_20230626.211422
635,10200.0,tcell_0,PD1n,0.4408574419359934,400.0,!units[903.4505378156659 micrometer],!units[598.4173904891325 micrometer],tumor_tcell_20230626.211422
636,10200.0,tcell_1,PD1n,0.16161291944756295,400.0,!units[664.7737033160885 micrometer],!units[299.9633884146342 micrometer],tumor_tcell_20230626.211422
637,10200.0,tcell_2,PD1n,2.0536638545838515,400.0,!units[700.0443041598124 micrometer],!units[868.2179867547428 micrometer],tumor_tcell_20230626.211422
638,10200.0,tcell_3,PD1n,2.238879966259401,400.0,!units[963.3124063977033 micrometer],!units[452.1743216363035 micrometer],tumor_tcell_20230626.211422
639,10200.0,tcell_4,PD1n,0.006664212084657053,400.0,!units[392.573288522029 micrometer],!units[388.03320216323965 micrometer],tumor_tcell_20230626.211422
640,10200.0,tcell_5,PD1n,0.8751628951614979,400.0,!units[477.9481132523378 micrometer],!units[831.5826048549675 micrometer],tumor_tcell_20230626.211422
641,10200.0,tcell_6,PD1n,1.399538065002725,400.0,!units[557.2552239370572 micrometer],!units[838.6377036693056 micrometer],tumor_tcell_20230626.211422
642,10200.0,tcell_7,PD1n,3.1036338449063936,400.0,!units[546.4829623144676 micrometer],!units[933.4588799769244 micrometer],tumor_tcell_20230626.211422
643,10200.0,tcell_8,PD1n,1.272998224059446,400.0,!units[628.2556438084422 micrometer],!units[376.8746304848955 micrometer],tumor_tcell_20230626.211422
644,10200.0,tcell_9,PD1p,0.0722801348496934,0.0,!units[801.5092206914981 micrometer],!units[561.9325591973713 micrometer],tumor_tcell_20230626.211422
645,10200.0,tcell_10,PD1p,1.1449732407476163,400.0,!units[607.7220454682022 micrometer],!units[863.8001036072474 micrometer],tumor_tcell_20230626.211422
646,10200.0,tcell_11,PD1p,1.5366535552684188,400.0,!units[531.5554265443153 micrometer],!units[863.8319170832335 micrometer],tumor_tcell_20230626.211422
647,10200.0,tcell_12,PD1p,0.13681138730828385,400.0,!units[557.6896011716111 micrometer],!units[310.77474912008984 micrometer],tumor_tcell_20230626.211422
648,10200.0,tcell_13,PD1p,0.09045571316377256,206.6999999999995,!units[730.6859773456032 micrometer],!units[367.96421701258924 micrometer],tumor_tcell_20230626.211422
649,10200.0,tcell_15,PD1p,0.005498250420600158,400.0,!units[360.3650684869666 micrometer],!units[502.67588986543285 micrometer],tumor_tcell_20230626.211422
650,10200.0,tcell_16,PD1p,0.8534333500252134,400.0,!units[710.6503996328022 micrometer],!units[838.1217695767757 micrometer],tumor_tcell_20230626.211422
651,10200.0,tcell_17,PD1p,0.02972727068167464,400.0,!units[353.5150441424772 micrometer],!units[731.288068569806 micrometer],tumor_tcell_20230626.211422
652,10200.0,tcell_18,PD1p,1.0312794076376193,189.1,!units[438.6921560047544 micrometer],!units[878.052563708033 micrometer],tumor_tcell_20230626.211422
653,10200.0,tcell_19,PD1p,0.18892346887154682,400.0,!units[809.8930969498504 micrometer],!units[736.6782448416795 micrometer],tumor_tcell_20230626.211422
654,10200.0,tcell_22,PD1p,0.004234721891083638,400.0,!units[339.7176300765473 micrometer],!units[551.5993517355184 micrometer],tumor_tcell_20230626.211422
655,10200.0,tcell_23,PD1p,0.21282618485520347,400.0,!units[818.7784043685909 micrometer],!units[728.0729596234096 micrometer],tumor_tcell_20230626.211422
656,10200.0,tcell_24,PD1p,0.6223387458915771,400.0,!units[895.9635087810491 micrometer],!units[552.8109157759254 micrometer],tumor_tcell_20230626.211422
657,10200.0,tcell_25,PD1p,0.30213607684051547,400.0,!units[458.84176905844873 micrometer],!units[793.026784022402 micrometer],tumor_tcell_20230626.211422
658,10200.0,tcell_26,PD1p,0.17675727394041227,400.0,!units[536.8706183658928 micrometer],!units[327.02747116491423 micrometer],tumor_tcell_20230626.211422
659,10200.0,tcell_27,PD1p,0.07693655010326461,0.0,!units[807.4436904519155 micrometer],!units[500.421730025051 micrometer],tumor_tcell_20230626.211422
660,10200.0,tcell_28,PD1p,0.8660878220002936,400.0,!units[627.9091889503834 micrometer],!units[848.5419533460614 micrometer],tumor_tcell_20230626.211422
661,10200.0,tcell_29,PD1p,0.7365194382705231,400.0,!units[544.096927960015 micrometer],!units[815.1509699796076 micrometer],tumor_tcell_20230626.211422
662,10200.0,tcell_30,PD1p,0.21138713946527563,400.0,!units[762.6607144158056 micrometer],!units[439.6175980050335 micrometer],tumor_tcell_20230626.211422
663,10200.0,tcell_32,PD1p,0.1179551704760303,400.0,!units[788.6122188281824 micrometer],!units[394.7414336383115 micrometer],tumor_tcell_20230626.211422
664,10200.0,tcell_33,PD1p,1.656465075077969,400.0,!units[627.0855539217252 micrometer],!units[931.4617755411741 micrometer],tumor_tcell_20230626.211422
665,10200.0,tcell_35,PD1p,1.246423277541034,400.0,!units[433.3423387856359 micrometer],!units[916.44911640536 micrometer],tumor_tcell_20230626.211422
666,10200.0,tcell_36,PD1p,0.2142226010601306,400.0,!units[762.6003453644893 micrometer],!units[411.6632475142704 micrometer],tumor_tcell_20230626.211422
667,10200.0,tcell_37,PD1p,0.6683542365795812,400.0,!units[408.39364272519197 micrometer],!units[838.1610517234897 micrometer],tumor_tcell_20230626.211422
668,10200.0,tcell_38,PD1p,0.430542956416345,400.0,!units[741.3951845008253 micrometer],!units[826.5165493271348 micrometer],tumor_tcell_20230626.211422
669,10800.0,tcell_0,PD1n,0.3895656765508835,400.0,!units[944.7959058289421 micrometer],!units[626.0618144305429 micrometer],tumor_tcell_20230626.211422
670,10800.0,tcell_1,PD1n,0.1505066629705067,400.0,!units[652.4410670491098 micrometer],!units[291.3978841419671 micrometer],tumor_tcell_20230626.211422
671,10800.0,tcell_2,PD1n,2.1900959685815207,400.0,!units[700.3173788566961 micrometer],!units[869.0452024941659 micrometer],tumor_tcell_20230626.211422
672,10800.0,tcell_3,PD1n,2.5112416137266664,400.0,!units[953.8639365052444 micrometer],!units[469.96576429025083 micrometer],tumor_tcell_20230626.211422
673,10800.0,tcell_4,PD1n,0.0050761955572011285,35.499999999999964,!units[415.63509670547967 micrometer],!units[410.14774042859307 micrometer],tumor_tcell_20230626.211422
674,10800.0,tcell_5,PD1n,0.36165284247684143,400.0,!units[481.7503534857605 micrometer],!units[812.1245731647339 micrometer],tumor_tcell_20230626.211422
675,10800.0,tcell_6,PD1n,1.3810846991832098,400.0,!units[574.0243977010304 micrometer],!units[815.9105190689055 micrometer],tumor_tcell_20230626.211422
676,10800.0,tcell_7,PD1n,2.613887506705252,400.0,!units[561.3477496751609 micrometer],!units[961.4713975763743 micrometer],tumor_tcell_20230626.211422
677,10800.0,tcell_8,PD1n,1.3386169012848974,400.0,!units[655.6804548910615 micrometer],!units[377.4675720311515 micrometer],tumor_tcell_20230626.211422
678,10800.0,tcell_9,PD1p,0.022135400077524528,400.0,!units[798.6568421855901 micrometer],!units[563.1780089670632 micrometer],tumor_tcell_20230626.211422
679,10800.0,tcell_10,PD1p,1.0050020603995635,400.0,!units[609.9276658485026 micrometer],!units[873.1247828114483 micrometer],tumor_tcell_20230626.211422
680,10800.0,tcell_11,PD1p,1.5610229077457507,400.0,!units[542.0004835800966 micrometer],!units[871.0301952409725 micrometer],tumor_tcell_20230626.211422
681,10800.0,tcell_12,PD1p,0.16036349955532891,400.0,!units[560.2705425337912 micrometer],!units[315.21460420178346 micrometer],tumor_tcell_20230626.211422
682,10800.0,tcell_13,PD1p,0.09036526251845922,377.19999999999925,!units[740.9042058488373 micrometer],!units[357.24883176938084 micrometer],tumor_tcell_20230626.211422
683,10800.0,tcell_15,PD1p,0.003618347303310091,400.0,!units[357.0885433080224 micrometer],!units[512.1460630810454 micrometer],tumor_tcell_20230626.211422
684,10800.0,tcell_16,PD1p,0.9383865128358844,400.0,!units[702.3703162695958 micrometer],!units[829.3858961029512 micrometer],tumor_tcell_20230626.211422
685,10800.0,tcell_17,PD1p,0.06423602346070509,0.0,!units[378.7134670041147 micrometer],!units[738.5510131940778 micrometer],tumor_tcell_20230626.211422
686,10800.0,tcell_18,PD1p,1.1129922750517651,255.59999999999994,!units[425.48417762931234 micrometer],!units[901.8599146202034 micrometer],tumor_tcell_20230626.211422
687,10800.0,tcell_19,PD1p,0.20943549777282716,400.0,!units[796.4829173834217 micrometer],!units[736.1847915223357 micrometer],tumor_tcell_20230626.211422
688,10800.0,tcell_22,PD1p,0.003486102458728803,400.0,!units[353.8298121735416 micrometer],!units[550.7164963653452 micrometer],tumor_tcell_20230626.211422
689,10800.0,tcell_23,PD1p,0.23439696523775855,400.0,!units[805.4060967558236 micrometer],!units[722.1336834354281 micrometer],tumor_tcell_20230626.211422
