,AbsoluteY,AbsoluteX,H2Db,H2Kb,PD1,PDL1,Region,Cell Type,IFNg
77652,318.3284272460937,84.06698754882814,4092.5647176660773,7245.767034026314,3146.9995106902666,13582.90067777026,Tcelld3,PDL1n,0
77653,330.5940891113281,44.186904052734405,2435.5413392607993,2665.487227689888,2660.196512204881,7712.401211237853,Tcelld3,PDL1n,0
77654,361.5847132568359,3.8426577148437673,6406.091599260663,2781.353786830138,5174.423253898211,6093.3227893813755,Tcelld3,PDL1n,0
77655,330.3839134521485,85.75966784667969,2282.6331258103255,5646.52686107705,2328.7247533093832,11637.03603443859,Tcelld3,PDL1n,0
77664,327.44039575195313,101.80264697265625,3929.128307287847,8204.103584363991,2713.322523491641,14613.467248461693,Tcelld3,PDL1n,0
77666,289.31604064941405,66.11148815917971,3721.963571623656,8921.342846210971,3174.7761692407403,12010.630576338564,Tcelld3,PDL1n,0
77668,218.47731726074227,16.364423706054765,3590.632381303312,6402.9465313264745,3334.3489087386442,12744.686237573022,Tcelld3,PDL1n,0
77672,203.68273645019525,31.82906311035157,6821.199369794929,8170.244746458014,5402.0732322174135,14579.558710200965,Tcelld3,PDL1n,0
77674,310.5080703125,60.377839111328115,3740.046560260572,4010.060309697907,3058.684263265334,9764.146256490349,Tcelld3,PDL1n,0
77675,309.86355310058593,67.45040881347654,4050.086204891314,9453.411551448122,3527.551220647892,18676.22720898528,Tcelld3,PDL1n,0
77679,341.9584393310547,60.145711669921866,3064.0117140626207,1063.4915184272847,2782.474038281508,4048.9530518009337,Tcelld3,PDL1n,0
77681,336.6540235595703,70.81004394531249,4023.910415773794,1642.1851659295685,3482.059835790985,3466.236780593696,Tcelld3,PDL1n,0
77682,257.38102966308594,28.794838989257812,5764.058982981155,12860.406283982478,4205.503038031203,19676.070066888067,Tcelld3,PDL1n,0
77685,337.81401647949224,11.834441040038996,2120.4331155055206,631.1966963242328,1708.6166593071207,3339.4706377875596,Tcelld3,PDL1n,0
77688,323.83188171386723,32.804789916992206,6646.923820621736,2399.847221586053,5194.45022434608,5950.331913698345,Tcelld3,PDL1n,0
77692,191.66958911132815,8.609784057617276,5123.2988481217535,3591.787633653373,3845.8345628995366,13393.825412906284,Tcelld3,PDL1n,0
77694,296.63592456054687,15.517140136718751,3155.443546719354,4874.7008699567905,3256.6472289457806,7148.511282377524,Tcelld3,PDL1n,0
77700,367.39240930175777,60.71480126953128,1882.468700029043,4054.6280411153075,2116.8033569836966,7613.705251661142,Tcelld3,PDL1n,0
77705,204.98764794921874,43.57819079589842,2800.377215044873,5351.287937284389,2385.536041330136,10003.576927873612,Tcelld3,PDL1n,0
77706,256.50070336914064,9.157428100586003,6636.35557528824,228.7846446893468,4558.874868640572,1269.0137103848185,Tcelld3,PDL1n,0
77707,226.09817529296873,29.374421264648447,4091.9927055312673,10366.480021748377,3457.1191630311255,14667.011020459146,Tcelld3,PDL1n,0
77709,219.9035848388673,6.261587646484372,2988.291135448173,5044.174108652415,2733.916544288481,14945.30859862247,Tcelld3,PDL1n,0
77712,291.43473278808597,7.803182617187474,7122.066418250689,2122.3191601392055,6323.343968695509,8054.043658238607,Tcelld3,PDL1n,0
77713,264.5393815917969,72.22144689941405,4263.965849189576,8665.91825253748,3574.7756875422374,12698.537538281584,Tcelld3,PDL1n,0
77715,192.74596276855476,100.66681481933591,5346.456121206277,11675.069785118383,3325.1641611768314,19093.27650554803,Tcelld3,PDL1n,0
77716,271.2651407470703,27.201516967773443,7784.070343279253,5039.021471549609,6053.553891432963,17270.09431300601,Tcelld3,PDL1n,0
77717,236.4492919921875,20.501115112304774,3373.927435324659,9957.204650580108,2998.9573454890947,14217.833808695084,Tcelld3,PDL1n,0
77718,273.2085867919922,81.43355603027345,4256.856123725335,10266.194954932069,3224.102943189395,17674.371267623672,Tcelld3,PDL1n,0
77720,182.024473022461,8.444708496093767,2850.325322212811,4161.7119183434925,2296.400681280753,15745.89749417252,Tcelld3,PDL1n,0
77721,238.68321948242186,3.9429364013672625,7557.274710314794,5893.847372548535,6541.728454419388,19214.35061357427,Tcelld3,PDL1n,0
77724,265.64783154296873,44.080780761718756,2922.936293247632,1526.275614757999,2692.0392337269254,3076.0059801097555,Tcelld3,PDL1n,0
77725,192.58143945312503,39.52272558593751,3806.6568821995374,8980.104691812172,3589.3061233453227,14676.690577090296,Tcelld3,PDL1n,0
77727,367.98469323730467,100.10044042968752,2121.927185510215,675.5148210656724,2043.1339740574806,3521.4181004047377,Tcelld3,PDL1n,0
77730,270.0591273193359,38.512759521484384,5160.381782760964,8503.713870462836,3051.2214035431307,12717.5662509762,Tcelld3,PDL1n,0
77736,217.40384289550775,28.375914306640652,3787.074345238275,13996.188987373209,2983.6618504934986,18156.27347561493,Tcelld3,PDL1n,0
77737,236.15673962402343,76.91305358886717,2928.400067017486,6958.316580346907,2749.5344688838,11809.61015095074,Tcelld3,PDL1n,0
77738,202.17386206054687,15.6320533447265,4082.720743972232,10231.309028968037,2775.8417513358236,20303.884245581303,Tcelld3,PDL1n,0
77739,291.12206945800784,89.85429650878905,3704.191902669095,5982.491883245276,3156.7971864610017,9250.256553539046,Tcelld3,PDL1n,0
77740,224.89073522949218,92.65874023437499,5407.511804832177,13900.925389815131,3436.2410665254806,19546.942445024502,Tcelld3,PDL1n,0
77741,275.14301281738284,21.996183349609396,4266.6351132136415,1526.6271378376189,3726.114268736474,8133.226514288436,Tcelld3,PDL1n,0
77744,205.67123657226563,9.349379638671849,4867.199494425443,2874.6414369094878,2708.013354026889,10580.882299783989,Tcelld3,PDL1n,0
77745,368.7798815917969,52.110945190429675,1108.238468839921,55.107491327174365,846.3723774395618,344.41205925942637,Tcelld3,PDL1n,0
77752,258.64314208984376,16.15424804687501,8656.53166299108,4270.620006469275,6741.137857268311,12893.489213242246,Tcelld3,PDL1n,0
77753,323.4367496337891,12.568192016601472,1434.500645862639,860.8733624399034,1615.6734368819605,2959.6922952627483,Tcelld3,PDL1n,0
77754,223.18406469726563,102.50330920410158,6367.496270582057,24858.500995630235,3710.740414356084,24283.901283938252,Tcelld3,PDL1n,0
77757,229.23424279785155,45.87755944824221,5439.380134791962,11404.944951464919,12814.794692885218,18877.232294346748,Tcelld3,PDL1n,0
77759,215.96404528808603,48.44274255371096,3404.2965947752455,7337.971622108791,1224.8287537775907,14995.327704563935,Tcelld3,PDL1n,0
77760,339.9230443115234,53.75102404785156,1815.6337669843017,163.81009229541255,1682.740445227179,2475.6067885202056,Tcelld3,PDL1n,0
77762,327.6007312011719,21.364828002929755,5049.349844738564,3289.122721580161,4318.883011949298,5894.572097893347,Tcelld3,PDL1n,0
77763,309.2782642822266,99.35099645996092,3117.93538113052,5964.07241106558,2572.4631795555424,10528.931530523592,Tcelld3,PDL1n,0
77767,187.94202001953124,18.180807128906224,3484.148959853555,4001.607570551702,4196.873596086213,10448.717352701773,Tcelld3,PDL1n,0
77768,238.98014379882812,51.431038208007806,4497.943748126786,5574.159639226837,86.39701381420548,14613.625368733372,Tcelld3,PDL1n,0
77769,306.4699548339844,75.97050756835938,4722.865040139599,4450.8007899067115,3400.1700579190856,11731.714677112857,Tcelld3,PDL1n,0
77770,237.14682482910155,32.92407507324219,2658.732048985965,3969.066143362343,1906.619813992883,5475.6701981475035,Tcelld3,PDL1n,0
77771,318.8259549560547,93.95265283203128,3086.3241543792815,7249.508520924603,3496.7356126543887,10513.531324063375,Tcelld3,PDL1n,0
77772,284.66014587402344,83.69233459472656,4655.52364588831,14061.528782362642,3271.0950846009578,18682.89894044847,Tcelld3,PDL1n,0
77774,189.55572912597648,31.624363891601547,5014.2636631591095,13238.818434548699,4036.4218367916837,18405.613804024695,Tcelld3,PDL1n,0
77779,332.7656127929688,65.14800280761722,1455.1874420491442,370.69798922866977,1496.2815364404132,1252.4258318839773,Tcelld3,PDL1n,0
77780,324.21849999999995,95.14909399414063,2369.932983095623,5042.295946970416,1642.490697625178,7462.770012328322,Tcelld3,PDL1n,0
77782,230.19469079589845,105.5821271972656,3561.5904864693634,499.1900434962276,2871.251918046168,1249.8481174550184,Tcelld3,PDL1n,0
77783,334.13200769042965,54.8497176513672,977.9827293397466,371.23526317302435,919.7319012996816,1313.6733946178722,Tcelld3,PDL1n,0
77785,181.79328900146487,56.41054919433594,5725.864138359945,10944.153999425462,8241.231568603336,22746.663082697414,Tcelld3,PDL1n,0
77786,198.54192358398439,6.908682006836045,5397.217475481334,1491.2556548139657,3688.027203452474,10442.340621745449,Tcelld3,PDL1n,0
77787,321.4335689697266,24.781252441406252,3782.629350016317,2557.9338100412033,2551.369090085257,3371.575837949841,Tcelld3,PDL1n,0
77788,264.51600317382815,4.1440000000000055,816.9028464964206,107.97556146210646,894.2372075030769,855.783342883648,Tcelld3,PDL1n,0
77789,254.33916613769532,71.77569226074218,4718.001803548266,10345.940958126483,2814.378603158764,16598.4642990296,Tcelld3,PDL1n,0
77790,359.9373171386719,8.337158569335998,10943.75883209944,1391.5972600777288,6215.72992421582,3938.6367272584275,Tcelld3,PDL1n,0
77792,287.6685524902344,72.72412890625003,2499.2970788453667,4641.301684015472,2178.4202590784002,6968.8583337027185,Tcelld3,PDL1n,0
77794,279.2274249267578,74.16526110839845,3709.2459359104137,12372.364790741502,2510.5106350374517,14842.964662777906,Tcelld3,PDL1n,0
77797,379.17333715820314,20.53875988769522,4510.228029864714,3536.7510897151406,4149.635916368202,5151.435141055654,Tcelld3,PDL1n,0
77799,498.0615205078125,34.48145507812501,3714.103505274519,3206.6343325761063,4796.187458310818,8052.629425808712,Tcelld3,PDL1n,0
77805,421.5414733886719,2.167281127929755,1486.1523215351076,1873.2034363167393,1612.2300282256197,3006.142780072707,Tcelld3,PDL1n,0
77806,425.22403442382813,57.57652478027342,1583.2881239423452,4657.866597981344,1707.5376120411174,7198.24482782835,Tcelld3,PDL1n,0
77809,412.51768017578127,90.59200524902343,1660.2030706949495,2368.0159215963877,1889.4947099425162,3849.7141344740485,Tcelld3,PDL1n,0
77810,397.27030358886714,50.70027856445313,2351.1495251734113,3600.378958877012,2408.8790634951274,5129.330163075481,Tcelld3,PDL1n,0
77811,464.25029943847653,2.2057542724610357,2125.3896724385304,768.9279910168583,2344.489487056539,2478.7461839142293,Tcelld3,PDL1n,0
77813,460.30459313964843,15.413225830078147,1529.3443382177893,1457.2705383532468,1816.5885510944133,3938.7567924647196,Tcelld3,PDL1n,0
77815,544.9112718505859,12.543202880859383,1852.7748851563795,5037.11667166781,3440.548080017504,8380.825749706702,Tcelld3,PDL1n,0
77816,426.15456909179693,38.14077575683592,3213.3556194022626,3498.150989437422,3351.429419509143,5591.039586372047,Tcelld3,PDL1n,0
77818,405.675305053711,2.770333862304767,2914.710501834759,2232.188415208352,2914.1532224417874,4663.986628534886,Tcelld3,PDL1n,0
77819,498.8018984375,54.86113073730468,5128.262583542583,1244.2901226442266,6330.430446454689,8613.72569986906,Tcelld3,PDL1n,0
77820,468.49242382812497,40.486809204101576,5748.46919650911,1710.068403211159,5186.742009828869,3542.0407008379293,Tcelld3,PDL1n,0
77824,486.48064379882817,63.723391967773466,4322.057195160442,1614.8331298148914,4870.927997511127,10133.679231411848,Tcelld3,PDL1n,0
77825,488.8149880371094,7.394336425781262,1917.0671222517994,1332.2116085318783,2281.5188210704578,6770.220332408311,Tcelld3,PDL1n,0
77826,511.73269470214836,0.18462561035147473,2309.8297714590603,4073.8223814359785,3665.91334091124,9431.05587418352,Tcelld3,PDL1n,0
77829,542.4388660888671,79.098521484375,2282.758182624475,3671.606133214327,2653.902803865621,5637.185925659431,Tcelld3,PDL1n,0
77830,440.43233959960935,14.054654418945233,1574.7648975538254,1487.0651962317304,2048.0471258351517,4583.906675943691,Tcelld3,PDL1n,0
77834,455.22797888183595,51.43729699707029,1728.5169611384467,531.1511204118101,1724.4291060286237,2934.2971766295464,Tcelld3,PDL1n,0
77839,479.81622998046873,48.71219262695314,5014.851543530156,1812.117323485014,5195.4011806271055,8213.058961454373,Tcelld3,PDL1n,0
77841,444.8732265625,54.06212268066406,3101.1091945850485,1828.6765051800433,2696.5385672078555,6790.220186771516,Tcelld3,PDL1n,0
77846,372.54946740722653,29.30308947753906,3556.636196427245,650.9329891338436,3169.3728584073747,3397.4087373352254,Tcelld3,PDL1n,0
77847,495.97292578124996,64.92084558105466,9706.320522645581,2108.842759984155,9422.220173459307,10762.130611199906,Tcelld3,PDL1n,0
77848,528.0427308349608,78.54457263183593,2555.0999984618434,2446.709210110154,2888.139191270559,5774.485651564082,Tcelld3,PDL1n,0
77853,524.2628364257813,6.208618041992281,1963.8434712481833,917.9371914001475,2913.8854792511247,10738.223770123821,Tcelld3,PDL1n,0
77854,415.8188232421875,69.28202502441405,1838.1307700009984,1863.0797402198793,1917.1185034636394,3688.3025421410434,Tcelld3,PDL1n,0
77856,413.44039135742184,75.85071618652341,1604.4409551145104,1369.203385347709,1592.1799353363356,3331.0283132821874,Tcelld3,PDL1n,0
77858,463.67048706054686,82.5780860595703,4152.547028455125,2604.6880655927016,4145.807500711168,6928.528814409636,Tcelld3,PDL1n,0
77860,469.9347065429688,70.11711315917967,1933.0581484115387,1402.3206528624592,2177.3856215808273,6747.919474091584,Tcelld3,PDL1n,0
77862,445.81913208007813,37.617798706054714,2380.0618294114283,1736.6733895580678,2363.3794206234293,3577.7410721773354,Tcelld3,PDL1n,0
77864,511.5207702636719,26.28437426757813,2215.221646848992,3926.559669101507,3220.3949110368676,9019.67294735657,Tcelld3,PDL1n,0
77870,547.3094925537108,0.07256567382813728,2027.0950165170934,2508.9230629320855,2626.329843013321,5590.9805862706735,Tcelld3,PDL1n,0
77871,445.8583875732422,28.98122204589845,4885.865451836475,2823.2027359060726,4547.922171867759,5746.897204162364,Tcelld3,PDL1n,0
77872,387.7439204101563,84.51246606445312,2544.7338842327877,2279.2952054166785,2635.296762496096,6528.9647878896,Tcelld3,PDL1n,0
77881,501.42041931152335,84.0417683105469,1627.5322613597782,541.0572431109485,2474.778572060361,5835.966117198146,Tcelld3,PDL1n,0
77883,508.5242829589844,76.49758044433594,2164.2976431525103,1352.7944228679994,6387.368907903221,8362.084957506784,Tcelld3,PDL1n,0
77887,520.6047583007812,25.493695922851543,2130.788084187696,2437.2625963575406,4198.683752928366,9178.428650126298,Tcelld3,PDL1n,0
77890,479.2038350830078,7.818139282226468,2708.8609407024537,414.22497629571245,2248.5675069406025,4260.154534681574,Tcelld3,PDL1n,0
77891,499.92719189453123,74.29687976074217,3037.7494052760962,1131.5365237639805,3729.567219987684,7582.070577307305,Tcelld3,PDL1n,0
77893,412.86297204589846,33.31773449707032,1732.7146763457185,2340.355185837209,2148.4544925625937,4487.18279475535,Tcelld3,PDL1n,0
77896,489.5497974853515,18.133820190429788,1446.0527218427974,1130.7973137195706,2225.7950218419387,5368.161983429815,Tcelld3,PDL1n,0
77897,536.9985057373046,5.26197619628897,2381.9580836416876,3389.1643354818543,3945.241608768648,8039.419893112453,Tcelld3,PDL1n,0
77903,468.6302092285156,59.983489379882826,2783.7529706962687,2179.264550268067,2844.7053366766495,4224.579538557583,Tcelld3,PDL1n,0
77904,483.66856066894536,101.8264855957031,2284.894538381598,3452.2698936122324,3338.4841555230196,12723.116980513314,Tcelld3,PDL1n,0
77905,408.71647827148433,23.60694714355475,2075.256058032685,1373.0562300369274,1878.7888360562295,3476.8458838219685,Tcelld3,PDL1n,0
77907,558.0388518066407,1.029101928711043,1864.5209692152862,813.5594517983336,2284.0938535936816,3037.8010544670924,Tcelld3,PDL1n,0
77908,506.85065515136716,92.11164843749998,3489.9125299437333,2253.0889490857417,4918.128974941177,10700.999426165967,Tcelld3,PDL1n,0
77910,547.7829975585937,104.55711242675784,1684.751609967935,3203.2411654296143,1791.1986423299325,4039.9236762869064,Tcelld3,PDL1n,0
77912,408.76733093261714,67.2871280517578,2102.750610926002,6.713875465441743,813.8838791608736,4.598336821635612,Tcelld3,PDL1n,0
77914,477.8306291503907,12.461884643554754,2360.607749600651,775.8632800536526,1888.9661969959022,3720.1121517954493,Tcelld3,PDL1n,0
77915,517.590783203125,19.694329589843733,2395.43777250943,3553.857534679449,4112.261609516373,10903.972754909215,Tcelld3,PDL1n,0
77916,532.5391645507813,46.1849304199219,1464.4799945337722,1379.4573220100403,2089.7178025154963,5115.5217793502925,Tcelld3,PDL1n,0
77917,531.0564298095703,18.29300512695312,3172.4990670599564,1786.1536770876853,2840.102686255114,7027.335694176927,Tcelld3,PDL1n,0
77918,402.95853039550786,8.432743164062515,1347.527409773209,1918.0517118130308,1504.5255126061102,3675.6809454549602,Tcelld3,PDL1n,0
77919,527.8613179931641,0.37031835937500546,3027.0309784210763,2414.1854855219276,3880.9531471333885,6518.406129748001,Tcelld3,PDL1n,0
77922,532.9795808105468,14.448682006836009,3802.556454393001,1474.1741620874432,4109.760715614827,10976.558219623585,Tcelld3,PDL1n,0
77924,483.6845297851562,70.19479577636719,2605.7257170985936,480.31746902565465,3427.2915806294864,10250.585572277141,Tcelld3,PDL1n,0
77925,519.59875,52.17003552246092,3724.8750151579025,1023.1711468100436,4631.715697416107,7742.915473666629,Tcelld3,PDL1n,0
77928,476.7673713378906,60.924378662109405,2373.1385557229664,2046.0823182777494,3528.556129292218,8662.62852389256,Tcelld3,PDL1n,0
77929,400.3677138671875,56.574152099609364,2185.620018872559,1433.1044646537166,2384.2745836929753,4257.380054914538,Tcelld3,PDL1n,0
77930,546.9128878173829,43.470548828125004,1652.1108369370677,1700.0227671554806,2891.500386801871,5790.120088426746,Tcelld3,PDL1n,0
77932,513.8299412841797,11.316756347656224,1914.593755382225,2559.0632359934216,2722.433866477536,9376.181059899107,Tcelld3,PDL1n,0
77933,523.3629514160157,55.91633496093749,4871.283298365445,1543.509349854256,4870.9980988811285,4646.3116731662585,Tcelld3,PDL1n,0
77936,488.5815260009765,104.83443200683593,3994.619162941843,3144.905193832788,4464.948942455301,10951.756937010698,Tcelld3,PDL1n,0
77938,490.12049780273435,75.94993640136721,2712.3572420865585,862.1076552293038,4863.434124355597,14534.986493618197,Tcelld3,PDL1n,0
77941,551.2362844238281,73.59796630859375,1623.9124144221173,1244.1516208648943,2072.234667646086,3879.2964903016473,Tcelld3,PDL1n,0
77943,469.8473135986328,53.74462719726563,4694.5379715665895,665.6404787504708,2847.399101101422,1163.5940255055853,Tcelld3,PDL1n,0
77944,461.55046032714847,87.10866699218752,1605.498837530276,1235.6887659466136,1750.7481332127945,6639.503247813773,Tcelld3,PDL1n,0
77945,474.8471196289063,105.05146472167968,2254.5414360748237,4314.74432987737,3675.153141904993,12555.18027196903,Tcelld3,PDL1n,0
77947,404.68471362304683,26.736571777343727,1554.4997430730323,1030.1255715156806,1859.7787024962727,4313.374691122997,Tcelld3,PDL1n,0
77948,380.7574090576172,85.28399987792972,1331.6268703415324,238.53266630075686,1613.8429102699906,1170.1561642804734,Tcelld3,PDL1n,0
77949,491.65983776855467,89.55939709472659,2006.9431121270597,2079.5017944832525,2011.6199215241118,12937.18586832065,Tcelld3,PDL1n,0
77950,499.96755187988276,95.15631921386716,2817.2799091579136,5828.17578023503,3659.413732736529,15030.785585486703,Tcelld3,PDL1n,0
