,AbsoluteY,AbsoluteX,H2Db,H2Kb,PD1,PDL1,Region,Cell Type,IFNg
78568,678.8312717285156,346.4109421386719,3085.0516729591754,3064.0329680139803,2979.6225801921382,6418.505388101265,Tcelld3,PDL1n,0
78569,622.4632368164063,117.00681030273438,2299.474047146588,1847.7032608766656,2161.122654274624,3910.5125589362465,Tcelld3,PDL1n,0
78570,600.7203876953125,226.794668334961,3154.773680461085,139.52883577863668,2265.1084940780975,946.3813910467486,Tcelld3,PDL1n,0
78571,613.9208181152344,275.0295909423828,4516.2413357680425,452.8785215692294,2001.4276961578155,734.5650533596821,Tcelld3,PDL1n,0
78572,670.21025,108.46107812500003,1918.0194053335622,1534.3171477693388,2315.168579740178,3699.8255569395737,Tcelld3,PDL1n,0
78573,629.6212666015625,300.6463083496094,1357.0499572294789,171.89188818706538,1214.491095595256,106.41114470773265,Tcelld3,PDL1n,0
78574,676.3429428710938,318.0051058349609,2344.5445607475503,1531.471243892126,2094.6825210077504,3769.761327101311,Tcelld3,PDL1n,0
78575,681.0160493164062,340.6763266601563,3084.671213104648,2877.5503957659707,2588.4167465742494,4777.724663956483,Tcelld3,PDL1n,0
78577,630.5755478515625,292.2148450927733,2345.9141406608182,801.2967756961297,2281.009209802143,6621.438006774569,Tcelld3,PDL1n,0
78578,695.6178041992188,133.27220654296877,5171.379226103142,2961.310674512306,3753.143668704097,6983.973569673305,Tcelld3,PDL1n,0
78579,669.54019140625,117.34680981445308,2326.360884373563,238.51032730409037,1989.473944480913,1854.1153556905408,Tcelld3,PDL1n,0
78580,648.5824521484375,287.54960815429683,2836.7515573730952,733.5219457719477,2370.116859624117,6828.131881910358,Tcelld3,PDL1n,0
78581,674.6914509277344,345.0205245361328,1918.5513690626328,1933.0781854424356,1649.1483091495547,4849.751692711363,Tcelld3,PDL1n,0
78582,699.5195148925782,309.8583254394531,1304.7748865620056,1288.658910544144,1758.9712808300742,4815.4696838089485,Tcelld3,PDL1n,0
78583,651.5650412597656,297.02656530761715,1872.8629387863189,252.08187894022544,1435.0317489810232,1387.1894384311381,Tcelld3,PDL1n,0
78584,587.0260651855468,189.48427795410157,2325.7252103862324,2120.5231048072183,2286.267730109511,6008.89895432664,Tcelld3,PDL1n,0
78585,683.3711027832031,109.97298986816406,2708.4988048826285,4537.817672876521,2327.3126327801497,7482.121455577445,Tcelld3,PDL1n,0
78586,638.0817687988281,169.79063000488281,1379.7027145411396,441.2179025017131,1129.1510273880233,4855.494172577935,Tcelld3,PDL1n,0
78587,638.9963803710938,226.8602935791016,2078.4463291465145,1253.8899903437825,2392.9754115880455,2826.0021955600573,Tcelld3,PDL1n,0
78589,697.2562263183594,358.6898579101562,2115.536631181121,1029.5018498691315,2255.5899392072943,4052.204842388072,Tcelld3,PDL1n,0
78590,609.9845,272.00250000000005,1316.1749863986845,235.8296687786342,1817.6147470657552,1544.3111333933582,Tcelld3,PDL1n,0
78592,631.2431213378907,255.06543444824217,3420.9030818118713,509.5383940312625,2253.9306287686545,1742.0424506299257,Tcelld3,PDL1n,0
78594,670.0572778320312,320.1070925292969,2989.9310421001837,2361.375928806094,2945.779033441993,6436.483898991454,Tcelld3,PDL1n,0
78919,36.23762500000001,493.6846667480469,5624.646704449808,2629.351160893536,4510.192953891363,10180.720012236037,Tcelld3,PDL1n,0
78922,46.21095935058594,361.9122598876953,5281.884489808551,2071.3287564349316,5188.813486961292,7446.32786407787,Tcelld3,PDL1n,0
78924,44.176898925781245,477.4488156738281,3732.4573873729005,7212.954841337738,3180.4011618933837,16820.331820236337,Tcelld3,PDL1n,0
78926,22.563804626464844,449.6920065917968,2178.0104439668694,2692.219672764947,2513.711992104701,7047.56328893143,Tcelld3,PDL1n,0
78929,56.88981109619141,379.61823608398436,5459.79839886168,9159.364939990746,3269.0683842598455,19004.324412712966,Tcelld3,PDL1n,0
78931,81.63499212646485,367.7574626464843,3973.756966072653,6341.912008932332,3263.8228932647025,13437.838308528047,Tcelld3,PDL1n,0
78936,15.325630126953115,488.03500512695314,5259.783814882618,14908.510239309497,6410.116985980392,10429.99308053024,Tcelld3,PDL1n,0
78939,28.08893475341796,378.4892609863281,4455.805646800811,1583.8146321114848,4306.5771018194255,8052.392835402208,Tcelld3,PDL1n,0
78942,37.00464880371095,465.7657734375,2362.212519443852,2561.995292529477,2773.4652781904597,7218.083021913794,Tcelld3,PDL1n,0
78945,20.89022283935546,362.7279733886719,5213.820335178205,6332.535362603241,3371.496395450886,14303.157395295748,Tcelld3,PDL1n,0
78949,14.100817321777356,386.8602993164062,2328.476838112668,1662.778517528268,3523.570857518707,10087.420791931856,Tcelld3,PDL1n,0
78950,20.13762646484375,379.48670947265623,4006.775365344434,3861.853121443996,4500.129920578684,19080.322443290715,Tcelld3,PDL1n,0
78953,6.95070306396488,391.26547436523435,4534.875178891453,1783.8410429950472,4093.6520814294922,12725.512384629032,Tcelld3,PDL1n,0
78954,10.610645019531262,420.2376850585938,3012.196633338431,1895.4729713483327,3619.8960122678764,15940.752408966931,Tcelld3,PDL1n,0
78956,12.530252441406247,360.9675048828125,3173.6990079715533,4197.617176940324,1551.153750832557,10621.1958890497,Tcelld3,PDL1n,0
78957,9.739292724609385,387.27393164062505,3058.1143974098777,1049.3211763078614,1946.5249271109462,4577.6904252630975,Tcelld3,PDL1n,0
78958,77.19649822998048,364.79526062011723,3619.8533605176435,1143.0527401851207,3691.300680515564,10992.431606896807,Tcelld3,PDL1n,0
78959,1.0222031860351137,397.93642309570316,4298.591474103023,6894.201468163404,2296.551160661386,16837.6129499283,Tcelld3,PDL1n,0
78960,79.00827960205078,361.0876184082032,6968.841217890634,14611.35741144017,7300.750854607345,17337.729669215238,Tcelld3,PDL1n,0
78964,331.4142205810547,499.9950908203125,4815.229131675225,11730.809038023453,3957.0241442722204,18926.203558487843,Tcelld3,PDL1n,0
78970,302.9646187744141,491.18409643554685,2796.6338225536574,7036.791368183845,2537.602795917485,12505.554106702704,Tcelld3,PDL1n,0
78972,299.2274313964844,487.99257421874995,4237.536168292271,7698.012856201278,3409.31810319294,18165.462151402662,Tcelld3,PDL1n,0
78973,294.13148852539064,498.6220229492187,4582.737935347313,2682.8423520510505,3531.894202382115,22924.53894831889,Tcelld3,PDL1n,0
78974,552.0936004638672,368.2888154296875,2748.3086203560483,6525.248913257295,3485.762729623198,9609.757151223188,Tcelld3,PDL1n,0
78978,526.6081335449219,498.6243239746094,2224.767902205829,1599.694033923047,2357.0693797660274,4816.179750028965,Tcelld3,PDL1n,0
78982,531.34465625,418.3245205078125,1921.5408314250415,3423.3637377143705,2624.943414085659,7365.323674898677,Tcelld3,PDL1n,0
78988,558.8150336914063,361.79131799316406,2912.344434467355,2850.3581888500844,3080.287964003934,6539.163545412828,Tcelld3,PDL1n,0
78989,531.9260333251954,471.1382995605469,2343.0958285606744,3795.6629272154255,3049.350871437285,7178.164143326264,Tcelld3,PDL1n,0
78991,552.8636616210938,417.62160327148433,2289.6833453886793,5624.961383781905,3027.973623815394,9451.619179514832,Tcelld3,PDL1n,0
78994,602.733876953125,403.95351245117183,7163.158349430501,5597.712528542396,4420.322997548475,7713.666763412291,Tcelld3,PDL1n,0
78998,602.4154150390625,390.67153369140624,2859.664723775851,4337.965421868856,2463.8289949820246,6767.942338494323,Tcelld3,PDL1n,0
78999,591.4981540527344,395.6928312988281,2356.541891880201,3307.080240168413,2078.969537486617,5461.655314067511,Tcelld3,PDL1n,0
79000,587.1657834472657,429.7120190429688,2673.663114746622,4364.969475424139,2920.549330164454,7439.825462905621,Tcelld3,PDL1n,0
79001,679.7255422363281,410.89423339843745,2513.067307562296,4422.123250457754,2578.450790813222,6216.8377316013875,Tcelld3,PDL1n,0
79002,654.3606950683594,413.41330395507816,2365.0910930601794,3674.3879705350623,2322.0620034646927,5782.148584730327,Tcelld3,PDL1n,0
79005,633.4680288085938,361.5094423828125,2340.452255966706,1504.192209932593,1967.1829934002749,3639.1477876846825,Tcelld3,PDL1n,0
79008,668.4197761230469,363.19324072265624,2605.9624182891207,2880.6481823678614,2689.7319443943643,5988.356889031822,Tcelld3,PDL1n,0
79010,678.5475092773438,476.1145891113281,3296.4224357639036,5780.113049565579,3338.1876010363076,8659.26315811028,Tcelld3,PDL1n,0
79012,623.8190009765625,362.3537346191406,2894.5718209749216,1793.9601869944738,2796.968689353832,4090.7401685984205,Tcelld3,PDL1n,0
79015,668.6745456542969,380.24503540039063,1959.8482649605005,4023.9630896459357,2459.5203298870433,7431.432108484389,Tcelld3,PDL1n,0
79016,689.4545537109375,412.6518486328125,4611.9260446437265,4029.2226167403396,3920.8305500240417,7211.585340749656,Tcelld3,PDL1n,0
79017,598.3802448730469,379.7511433105469,2140.228173487808,3898.1522207669627,2740.0322465311383,6906.178396007755,Tcelld3,PDL1n,0
79019,644.090482421875,403.7607785644532,1832.5347609291737,1868.3208903283457,1900.3723505364521,4092.6441018697064,Tcelld3,PDL1n,0
79021,643.919654296875,461.1971335449218,3103.4918858189853,2912.797454793096,2782.5213842329754,4991.432766143927,Tcelld3,PDL1n,0
79023,601.9664389648437,430.29666357421877,3903.0681296057633,3756.173313379876,3651.1013985595073,7663.380387011608,Tcelld3,PDL1n,0
79024,626.4511899414063,488.0016862792969,1957.9161182911348,1948.805850672867,2072.3814767979234,4930.48389142323,Tcelld3,PDL1n,0
79025,593.9025415039063,481.08747314453126,3856.9206539240367,2472.285591033196,3369.3192157291414,6098.286467909832,Tcelld3,PDL1n,0
79026,602.7507204589843,450.27803173828124,3414.782854221519,4801.50887549003,3027.971238166677,8997.239928812769,Tcelld3,PDL1n,0
79027,697.5547153320313,408.22762109375003,2099.1528661745283,3315.6213237240772,2925.172900890126,5920.641292684727,Tcelld3,PDL1n,0
79028,684.8614309082031,382.4121411132812,2935.055658673244,3884.8361555993074,3142.990519776473,6561.126923149705,Tcelld3,PDL1n,0
79032,656.1310119628906,403.76547265625004,2702.425804185838,1355.7029602339792,2568.2481052948574,4127.169486190282,Tcelld3,PDL1n,0
79033,698.8631704101563,440.9872275390625,2077.178570415764,3539.746032634265,2119.275072566316,5926.661663028764,Tcelld3,PDL1n,0
79034,638.607783203125,472.9936623535157,3772.475567900712,3082.025217419691,3658.910177345727,7646.044977226378,Tcelld3,PDL1n,0
79037,697.8406867675782,482.4814343261719,4941.675549940773,4329.897082061516,4055.1855144879937,6633.216787012549,Tcelld3,PDL1n,0
79039,640.1325346679688,497.36695166015625,2454.9857847852904,1567.4269127531334,2588.0587157552063,7829.507562446798,Tcelld3,PDL1n,0
79040,646.2297917480469,382.09754492187506,2288.287129507443,1812.4835144341437,2096.3532091556576,4763.28586414813,Tcelld3,PDL1n,0
79042,661.5125581054688,391.6885869140625,2211.3577313254086,2172.041046025224,2069.926644267766,3834.421013197824,Tcelld3,PDL1n,0
79043,675.9801171875,385.727642578125,2301.009487910042,3953.8317906167895,2206.7347896589176,5909.058392783304,Tcelld3,PDL1n,0
79055,670.8189172363282,407.21452563476566,1620.8619349132282,3956.7367031644417,1692.092555222087,4789.8943198660545,Tcelld3,PDL1n,0
79057,669.2085676269531,400.3520395507812,3268.0613638275317,4126.846561116012,3143.1395310655885,6856.347500389666,Tcelld3,PDL1n,0
79064,696.3214577636719,361.94056250000006,2257.0251928609814,3161.011188938839,3495.5328786779623,8481.654562948026,Tcelld3,PDL1n,0
79065,667.4167131347656,418.5221325683593,2410.2109115380194,2629.2255567235998,1831.7768754091687,4309.813445004161,Tcelld3,PDL1n,0
79070,685.2391672363282,363.94300683593747,2411.655487758262,1740.8743011047807,2432.759774178722,5943.187591423164,Tcelld3,PDL1n,0
79072,673.0456655273438,414.28364379882817,3279.758520824709,1911.1650627802992,3916.5800580554755,6286.739871705342,Tcelld3,PDL1n,0
79074,653.9944638671875,369.08994042968754,1983.8886428587693,1485.0895859454051,2586.710824229901,4509.065932354362,Tcelld3,PDL1n,0
79075,607.0081696777344,484.4200942382813,2939.5784838157897,4434.668493793264,3031.095336917772,9105.425464694212,Tcelld3,PDL1n,0
79077,693.0704770507813,366.1447659912109,2459.318946723295,2059.719053420195,2791.8283504136934,5512.668571717102,Tcelld3,PDL1n,0
79079,682.3642661132812,397.8241330566407,1519.6752929376935,3340.2717743098174,2136.392836159091,5916.508925584607,Tcelld3,PDL1n,0
79082,655.8874714355469,417.71299999999997,7982.377202787151,2849.625469759423,5953.791934439284,8137.111670963806,Tcelld3,PDL1n,0
79085,632.9512185058594,436.3149494628906,3052.2952884928704,1856.6083436308425,3470.5077906557967,7500.305876821422,Tcelld3,PDL1n,0
79797,157.67281335449223,102.60524462890623,3080.756859258742,8879.08117363436,2162.412372673514,16304.210733451133,Tcelld3,PDL1p,0
79798,133.82429589843753,104.9639337158203,4937.529406501269,16358.509054906342,1545.0154766828043,32974.092295187926,Tcelld3,PDL1p,0
79799,169.0788811645508,70.07910021972657,5408.394381019045,15549.807028262414,21661.047329490826,24251.309627940158,Tcelld3,PDL1p,0
79800,100.39897979736327,70.52632751464841,3129.2607680215856,11655.470813914695,2955.4825678441107,24380.984770744457,Tcelld3,PDL1p,0
79801,122.54795989990237,51.90357678222654,4163.427349101272,23204.81503983194,2854.8212212839903,18601.96968139802,Tcelld3,PDL1p,0
79802,138.6232454223633,41.30151025390626,4440.245329910347,10666.077494535926,1702.825955824343,20516.379010684024,Tcelld3,PDL1p,0
79803,108.17904577636716,64.39561352539062,3361.474270215359,8985.285990269193,2920.9840687653323,27219.061927051385,Tcelld3,PDL1p,0
79804,104.85072760009768,58.14745520019534,3637.1308472579835,4704.991933771809,1889.8006235126566,22271.768906747166,Tcelld3,PDL1p,0
79805,147.03374633789065,102.5950740966797,3560.196348571444,10956.50738028394,1892.7410273125156,16979.934174460755,Tcelld3,PDL1p,0
79806,158.94024114990236,85.67130847167971,5008.923623850385,22697.82333356971,2215.3651491611063,23925.928788879653,Tcelld3,PDL1p,0
79807,149.57953179931638,73.32350000000002,4467.8764629798425,12268.804911311983,1835.8111909016543,18080.545665501464,Tcelld3,PDL1p,0
79808,142.24349468994143,24.0380212402344,5603.577464879246,21748.64425449949,3360.822636066564,23401.67276811723,Tcelld3,PDL1p,0
79809,143.38878405761722,44.8821818847656,2997.2485658960923,7324.835954876479,2030.3518517413368,13521.186571734765,Tcelld3,PDL1p,0
79810,175.115,61.44799999999998,3452.614996300182,5229.193603065919,1576.0580883273358,23884.55791779735,Tcelld3,PDL1p,0
79811,90.51345257568357,69.90827209472656,3642.1342532694052,11648.02830320642,2129.4542686203863,23728.151009063255,Tcelld3,PDL1p,0
79812,167.83135723876956,59.42493847656249,4037.221976900459,15282.462008775268,1332.7703661773173,25845.99976789335,Tcelld3,PDL1p,0
79813,153.856953918457,78.33807861328125,4121.289625590444,18950.15502415843,1617.7416108084662,16678.063695795117,Tcelld3,PDL1p,0
79814,150.51669342041015,83.67576721191409,3456.16796995656,12788.011075162858,3187.839981616973,15633.399640881771,Tcelld3,PDL1p,0
79815,120.09932373046877,45.14969909667968,4034.075532343854,8819.202546796034,3100.626169853698,16036.169732910379,Tcelld3,PDL1p,0
79816,166.2734479980469,55.75710400390625,3135.665868233897,7269.630814736991,2060.916416085199,16441.149968736398,Tcelld3,PDL1p,0
79817,287.5192159423828,35.357363403320335,3346.4580071387177,17088.299966744482,1256.3321626474515,15872.367751470274,Tcelld3,PDL1p,0
79818,184.3088159790039,105.42897094726561,5843.797625699769,17490.65412665876,2785.0101663794953,33347.28445639654,Tcelld3,PDL1p,0
79819,302.646294921875,86.4127908935547,3458.391412105409,13440.57818297738,2213.5428805639267,12750.447007471023,Tcelld3,PDL1p,0
79820,216.9024034423827,65.87692163085939,3568.5135712502506,12795.182483179513,751.8170528936492,17302.49598867769,Tcelld3,PDL1p,0
79821,200.26783068847647,102.28420556640623,5243.745939644466,15733.539122083122,2060.7826362455876,20941.68242142877,Tcelld3,PDL1p,0
79822,201.4170087890625,63.099676025390636,3206.1000572907055,13584.292282467803,2299.151334251862,22620.18102537939,Tcelld3,PDL1p,0
79823,252.6544473876953,98.91840368652345,3966.4553105129808,10018.92637109057,2277.148679643144,20223.766827925734,Tcelld3,PDL1p,0
79824,226.85571887207033,81.45748669433596,3993.8367077693256,13764.091364105594,3207.471301400641,20390.24151395801,Tcelld3,PDL1p,0
79825,321.438125,103.6594364013672,3126.2399470018527,14771.618216506728,1392.3891039597963,20960.923534488327,Tcelld3,PDL1p,0
79826,295.06855810546875,49.91355798339845,3547.1197884671383,11660.8375681931,1032.133025197902,16856.449322292443,Tcelld3,PDL1p,0
79827,201.90353759765622,55.53565332031252,3360.290197539998,8230.513167713643,2262.278747676436,17804.03225040364,Tcelld3,PDL1p,0
79828,216.95090905761725,41.328386230468766,4593.299002192989,14017.06928970645,2166.9113391315645,21888.044047441555,Tcelld3,PDL1p,0
79829,245.33000744628907,31.034150878906246,3051.2768877601225,4610.1626400281675,3626.602988369558,12791.651498267456,Tcelld3,PDL1p,0
79830,210.10397790527355,50.59415527343748,3465.2366669657085,10355.525989360329,1581.3762498526378,19659.26919802127,Tcelld3,PDL1p,0
79831,169.84404113769529,253.27068066406252,6111.896010696898,16084.722311761581,3712.681231343372,16416.148085778845,Tcelld3,PDL1p,0
79832,177.53956744384766,239.49849145507812,4960.1643120471645,8126.510217467224,3942.658868764953,19709.516044354037,Tcelld3,PDL1p,0
79833,11.286226074218746,298.6505369873047,6434.145885296465,20645.790412368606,3693.6764196151694,29144.631715512987,Tcelld3,PDL1p,0
79834,126.35466125488284,199.84050292968755,5860.189891547202,8952.801548595859,4533.923552217204,18623.750158820643,Tcelld3,PDL1p,0
79835,136.68730072021486,141.6174733886719,4303.5971470053355,4637.523105952908,3301.720941765712,12312.432614886611,Tcelld3,PDL1p,0
79836,49.56866162109375,266.2044682617187,5918.266502727278,14238.084073088256,4407.085216327316,22311.2022145004,Tcelld3,PDL1p,0
79837,9.849189697265615,352.20612060546875,6861.249286795214,11916.943290519666,4360.650215646975,22200.105023616234,Tcelld3,PDL1p,0
79838,176.8870196533203,192.79503930664066,10008.602866647576,37795.124901507224,3836.3000425334712,30707.435840680504,Tcelld3,PDL1p,0
79839,68.30614147949217,128.43881066894528,7095.541527935966,15261.453573329076,3605.277490973689,32953.024538989885,Tcelld3,PDL1p,0
79840,70.27830432128906,215.78472204589843,7812.404212524936,16097.406141174524,3797.4892081309144,26558.857872706747,Tcelld3,PDL1p,0
79841,74.20850170898439,268.3952745361328,6706.670752573275,17767.369048626944,4165.096388148177,25607.57091823139,Tcelld3,PDL1p,0
79842,114.94859344482421,243.05868395996094,5966.132659519474,18940.055437318348,3602.3247919073638,17789.964266232415,Tcelld3,PDL1p,0
79843,71.95878918457032,174.45618908691404,4679.217567295415,9678.635844782904,2491.5777597936494,23511.351596564407,Tcelld3,PDL1p,0
79844,161.75188708496097,348.7056166992188,7461.016478043705,33935.36169857401,3277.3924631690134,29389.975377055787,Tcelld3,PDL1p,0
79845,149.97947302246098,355.39359301757816,5864.423310286006,23848.698768896942,3446.300429609364,26641.47925466456,Tcelld3,PDL1p,0
79846,122.16529937744139,238.3594378662109,5878.330308086688,10607.111984723606,4019.701375466068,14842.803002500143,Tcelld3,PDL1p,0
79847,153.35180981445313,351.1725,4778.071767451762,18523.599891130958,2317.1716071055566,22318.751867472012,Tcelld3,PDL1p,0
79848,64.66235272216795,133.12093713378908,4103.434837303215,5809.927601795811,3264.205331105239,16541.596461320827,Tcelld3,PDL1p,0
79849,208.9088253173827,330.49516369628907,4148.96080706568,9271.442973892557,3724.0016850415373,18952.509343685724,Tcelld3,PDL1p,0
79850,223.47767553710935,358.66376428222657,3865.0980849979032,10837.058320463188,2746.3046675433816,32614.817077891028,Tcelld3,PDL1p,0
79851,237.96327465820315,331.8929906005859,3293.374600961055,6509.811570685427,2899.308798565211,20144.11905107709,Tcelld3,PDL1p,0
79852,283.4431795654297,145.87754577636724,4979.764984135555,18283.146640129064,3599.0197508766296,27199.598973610668,Tcelld3,PDL1p,0
79853,196.0807468261719,332.2891351318359,4061.520402545145,9610.135882597117,2957.1231601158916,19755.851183965813,Tcelld3,PDL1p,0
79854,207.832497680664,352.6270241699219,3534.367015945086,6227.588948014588,2613.460736274714,20097.73081137408,Tcelld3,PDL1p,0
79855,342.98115307617184,178.12121630859372,3493.207455853694,5859.44295733529,2801.622172444191,17451.62700491054,Tcelld3,PDL1p,0
79856,252.7710173339844,324.0013018798828,3104.8227396795337,4181.393838878198,2563.511124499391,18659.608060430714,Tcelld3,PDL1p,0
79857,298.55507177734376,180.92519982910153,3207.9781763938386,6470.231252093603,2516.3195061527695,26879.433743511483,Tcelld3,PDL1p,0
79858,242.9252518310547,297.2588308105469,4131.451719639317,7370.296908968138,3312.4119512253756,26149.07384862699,Tcelld3,PDL1p,0
79859,316.6266809082032,182.7635810546875,3683.9489448282748,5405.631550835457,3610.0719108498115,26908.197472932537,Tcelld3,PDL1p,0
79860,203.10444274902352,233.5194610595703,4451.844254968917,12613.505914244528,2191.273767344625,20730.964739379382,Tcelld3,PDL1p,0
79861,200.21817456054686,153.50452453613286,6068.761610824361,23314.354014942826,2162.4020960328853,32634.150231108728,Tcelld3,PDL1p,0
79862,274.3912218017578,223.5207694091797,3519.5287038033825,7042.319974815455,2988.1241146635894,17143.778635973853,Tcelld3,PDL1p,0
79863,362.42003149414063,233.68877050781248,2985.638306383067,2545.5151824528366,2694.675559071042,15575.904042094397,Tcelld3,PDL1p,0
79864,215.15482067871102,314.1585737304688,5641.445499397015,4353.9125993533235,2518.3443713794836,21066.99863674368,Tcelld3,PDL1p,0
79865,240.49711779785156,107.87979309082033,4501.779705329382,9110.347954822182,3125.7198911543464,19443.876347939142,Tcelld3,PDL1p,0
79866,202.84930505371102,358.2065045166015,3526.9992427344287,7155.456792861156,2143.6105245977265,24933.454639983152,Tcelld3,PDL1p,0
79867,269.0922364501953,351.4996597900391,5136.463061340508,13482.417016281242,2301.873542949803,24791.35879583794,Tcelld3,PDL1p,0
79868,196.01774475097648,241.28634216308592,4585.289321045051,10307.461909921265,2935.509916782422,22458.20450707574,Tcelld3,PDL1p,0
79869,191.19774084472647,167.07813525390623,3384.7983105920953,20899.151388538718,1959.3661401107045,27406.144168491,Tcelld3,PDL1p,0
79870,258.14418774414065,232.1589107666016,3932.3129111744493,6616.8283466255125,3256.7044845149967,25710.568575199166,Tcelld3,PDL1p,0
79871,216.34647570800774,130.23586547851562,4441.982146147945,15430.575794733686,2875.0214265310274,28223.94221360934,Tcelld3,PDL1p,0
79872,231.677517578125,306.35331152343747,4584.5858292385665,7666.846162436966,4155.258706883566,19289.05654193196,Tcelld3,PDL1p,0
79873,207.9955943603515,340.359521484375,3922.059008044494,8765.051470106802,2964.5060088503433,24664.9923787186,Tcelld3,PDL1p,0
79874,217.69409423828125,243.69951953124996,4765.103640295072,10369.561285922544,2602.5381353780276,21742.422357238334,Tcelld3,PDL1p,0
79875,205.0006257324219,281.0546878662109,5473.745445068101,9835.770201893356,2359.4697093985656,33162.09021820084,Tcelld3,PDL1p,0
79876,185.97685229492185,341.64137670898435,3013.657455610059,2979.645174206568,2502.9376684513704,26157.416462961042,Tcelld3,PDL1p,0
79877,246.3975911865234,310.4964458007812,3164.1929899280303,4348.542810343298,2797.5992346609737,17044.630145619612,Tcelld3,PDL1p,0
79878,207.61615527343753,169.08982971191404,3547.103164600605,19484.029057518637,1856.2086709464722,21673.78635930983,Tcelld3,PDL1p,0
79879,293.4534223632813,351.70675207519537,3521.9750568898403,2335.011866430781,2541.4343312689957,18329.751473680102,Tcelld3,PDL1p,0
79880,258.55229760742185,352.6113771972656,2984.214321088417,4798.4326692019,1552.8638939400198,15121.630401573791,Tcelld3,PDL1p,0
79881,263.81497277832034,331.40862475585936,4423.939961547066,5821.9950434969605,2204.2561006415867,18910.286511139602,Tcelld3,PDL1p,0
79882,217.74964099121104,345.42007458496084,3979.052801009004,6953.490682682135,2176.0779190608378,14020.228309174692,Tcelld3,PDL1p,0
79883,256.98971728515625,163.5154116210938,2983.060284717362,11273.38731246991,1910.6304565096352,20505.482871962573,Tcelld3,PDL1p,0
79884,258.2496667480469,302.01790356445315,3413.0955317683747,3972.319712854195,3019.7011116208087,18286.77461983844,Tcelld3,PDL1p,0
79885,240.13346374511718,135.0352982177734,6258.823410346813,19840.752992755195,2550.957290414354,28218.615684457443,Tcelld3,PDL1p,0
79886,304.1536046142578,344.0083494873047,4147.250437888476,5839.885797989515,2954.4108610357,29393.58854326383,Tcelld3,PDL1p,0
79887,189.1158651123048,158.38771459960935,4929.5269038411525,11403.698688345228,3803.4889311436204,31696.558380163926,Tcelld3,PDL1p,0
79888,249.4461737060547,272.9829669189453,3144.3025336207497,3600.462919785238,2955.8587662956934,30489.319545919017,Tcelld3,PDL1p,0
79889,276.6072473144531,357.21531481933584,4059.695933193098,7635.953943288301,1359.0064461906995,17163.452809777482,Tcelld3,PDL1p,0
79890,187.21903784179688,318.85717553710936,3656.7617445582528,5695.544520630419,2718.40872655704,19817.978290710915,Tcelld3,PDL1p,0
79891,197.87435009765625,177.3474274902344,3932.374495043653,20817.79630319951,2750.1745567858097,26509.909028604172,Tcelld3,PDL1p,0
79892,215.91774865722647,163.69171618652342,3097.1638598969666,18837.9535778373,1324.1771677416873,17883.94198770238,Tcelld3,PDL1p,0
79893,202.20501794433602,181.8463463134766,4765.179203324769,21311.860052749376,3690.4998365922925,22928.978115946145,Tcelld3,PDL1p,0
79894,218.0943345947265,190.77763830566403,4782.240201985026,23113.238978387748,1999.238037658164,32066.753336222824,Tcelld3,PDL1p,0
79895,238.30378039550783,225.42988415527338,4011.4564950341955,9131.386737584602,2583.907136452691,27673.794588360666,Tcelld3,PDL1p,0
79896,353.0935614013672,142.5839040527344,3272.7118904902654,4397.484938798504,2419.0872543566857,17737.902576781435,Tcelld3,PDL1p,0
79897,225.99380078125,232.00198083496093,3783.1303329032116,6552.618820569306,2064.793645785219,12445.444803424536,Tcelld3,PDL1p,0
79898,220.35062805175772,235.3091525878906,4074.9547535950683,8548.223941979406,2343.708095345886,15121.35900110748,Tcelld3,PDL1p,0
79899,182.05378808593753,195.51862500000004,5318.758114855499,31040.72138027145,1853.4070017950994,26292.824055614685,Tcelld3,PDL1p,0
79900,241.9480983886719,347.29840161132813,3183.16327744117,5796.8883715906195,2087.916821245334,15803.904033837776,Tcelld3,PDL1p,0
79901,217.00590356445315,203.2820545654297,3473.0990002057356,7361.031536131876,2709.9354528473173,16021.046826926617,Tcelld3,PDL1p,0
79902,196.56939257812502,248.6111962890625,4355.116020653111,10335.457646332343,2336.4865531670152,25352.03911918361,Tcelld3,PDL1p,0
79903,199.8029775390625,160.72095434570315,3970.5546048740716,34870.110291586265,1867.9706531687875,36249.46640284658,Tcelld3,PDL1p,0
79904,289.0413442382812,126.23847814941405,4315.446563507354,9712.33889979892,2618.4260053012868,17539.36015565125,Tcelld3,PDL1p,0
79905,260.2968430175781,132.14557849121093,4287.405123186601,14791.861899584022,2425.1618500368286,18468.35923183218,Tcelld3,PDL1p,0
79906,183.96216650390625,134.13499902343756,4627.377550771425,20028.4288889157,1723.9352767441314,27528.61421891571,Tcelld3,PDL1p,0
79907,205.68343200683603,249.52912133789061,4861.525088710307,8138.233722917809,2625.4748632153096,19551.037052059743,Tcelld3,PDL1p,0
79908,200.05245471191398,170.0350909423828,3312.899332204599,16663.29322122935,1641.8970381174368,17429.796967402763,Tcelld3,PDL1p,0
79909,182.06856066894528,224.8076868896485,3042.330980674232,8532.299693578309,991.6938937900314,18367.491478523953,Tcelld3,PDL1p,0
79910,197.58819458007815,254.07631567382816,3235.6572919871915,5928.482427365099,2439.5353835588876,19321.991578520046,Tcelld3,PDL1p,0
